종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095340","ISC","KOSDAQ","우량기업부","88600","-2600","-2.85","90500","90900","85900","233549","20666584000","1878059338800","21197058"
"099520","ITX-AI","KOSDAQ","관리종목(소속부없음)","1284","0","0.00","0","0","0","0","0","58141862016","45281824"
"175330","JB금융지주","KOSPI",,"10890","-20","-0.18","10840","10960","10840","321641","3512311060","2145143715660","196982894"
"950170","JTC","KOSDAQ","관리종목(소속부없음)","3900","25","0.65","3875","3960","3845","36979","143196645","196125629700","50288623"
"234080","JW생명과학","KOSPI",,"12700","120","0.95","12620","12770","12580","40123","506727560","201098835800","15834554"
"067290","JW신약","KOSDAQ","중견기업부","2460","15","0.61","2445","2495","2420","95875","236400885","119130855420","48427177"
"001060","JW중외제약","KOSPI",,"30200","1300","4.50","29350","31000","29100","467650","14098182300","689618087200","22835036"
"001067","JW중외제약2우B","KOSPI",,"63000","100","0.16","62900","63200","61500","99","6223200","12972708000","205916"
"001065","JW중외제약우","KOSPI",,"32700","350","1.08","32350","32700","32350","212","6928100","10965127500","335325"
"096760","JW홀딩스","KOSPI",,"3470","20","0.58","3440","3475","3380","25144","86397535","251603311730","72508159"
"035900","JYP Ent.","KOSDAQ GLOBAL","우량기업부","92400","2100","2.33","91600","94600","91200","955822","89115174500","3281816260800","35517492"
"318000","KBG","KOSDAQ","벤처기업부","8320","320","4.00","8250","8750","8180","298971","2527104270","72718655360","8740223"
"024840","KBI메탈","KOSDAQ","중견기업부","1411","24","1.73","1390","1420","1387","67106","94219568","47907024063","33952533"
"105560","KB금융","KOSPI",,"53900","-700","-1.28","53500","54500","52700","703057","37881259000","21749246780800","403511072"
"432320","KB스타리츠","KOSPI",,"3690","60","1.65","3620","3690","3620","74275","272558025","374218711650","101414285"
"024120","KB오토시스","KOSDAQ","중견기업부","4555","30","0.66","4465","4590","4460","48969","222143840","52382500000","11500000"
"455250","KB제25호스팩","KOSDAQ","SPAC(소속부없음)","2035","-20","-0.97","2030","2060","2030","1118","2274785","8760675000","4305000"
"458320","KB제26호스팩","KOSDAQ","SPAC(소속부없음)","1996","1","0.05","1990","1997","1989","2822","5626087","10987980000","5505000"
"464680","KB제27호스팩","KOSDAQ","SPAC(소속부없음)","1842","-3","-0.16","1841","1851","1840","85253","157302326","23771010000","12905000"
"002380","KCC","KOSPI",,"243000","6500","2.75","236500","243500","236000","17221","4145458500","2159412453000","8886471"
"021320","KCC건설","KOSDAQ","우량기업부","5550","0","0.00","5710","5780","5400","222280","1246838730","118770000000","21400000"
"344820","KCC글라스","KOSPI",,"41650","500","1.22","41150","42150","41150","20812","867875150","665171824800","15970512"
"036670","KCI","KOSDAQ","우량기업부","6960","0","0.00","6960","7010","6930","15802","110026940","78439200000","11270000"
"009070","KCTC","KOSPI",,"3960","10","0.25","3950","3990","3925","18582","73546855","118800000000","30000000"
"009440","KC그린홀딩스","KOSPI",,"3375","35","1.05","3365","3435","3290","415014","1395225565","75718057500","22434980"
"112190","KC산업","KONEX","일반기업부","1575","-24","-1.50","1690","1690","1504","545","835295","11222273475","7125253"
"119650","KC코트렐","KOSPI",,"1540","45","3.01","1495","1558","1472","624789","957145103","78440562200","50935430"
"044180","KD","KOSDAQ","투자주의환기종목(소속부없음)","724","6","0.84","718","732","711","104122","75264334","19343686476","26717799"
"092220","KEC","KOSPI",,"1438","12","0.84","1427","1451","1427","406457","586161964","288697396758","200763141"
"151860","KG ETS","KOSDAQ","우량기업부","11560","380","3.40","11270","11660","11260","228455","2633004390","416160000000","36000000"
"046440","KG모빌리언스","KOSDAQ","우량기업부","5200","40","0.78","5160","5200","5140","57953","300340110","201892953600","38825568"
"003620","KG모빌리티","KOSPI",,"7890","70","0.90","7800","7960","7750","254104","2005214600","1475083029360","186956024"
"016380","KG스틸","KOSPI",,"8120","60","0.74","8070","8170","8030","264785","2150593110","812072243640","100008897"
"035600","KG이니시스","KOSDAQ","우량기업부","11400","40","0.35","11250","11450","11250","43200","492839000","318110547600","27904434"
"001390","KG케미칼","KOSPI",,"6650","80","1.22","6550","6740","6470","248826","1656394350","455319116000","68469040"
"226360","KH 건설","KOSDAQ","투자주의환기종목(소속부없음)","319","0","0.00","0","0","0","0","0","49825827623","156193817"
"111870","KH 전자","KOSDAQ","관리종목(소속부없음)","2970","0","0.00","0","0","0","0","0","34721242380","11690654"
"033180","KH 필룩스","KOSPI",,"1326","0","0.00","0","0","0","0","0","84294994836","63570886"
"060720","KH바텍","KOSDAQ","중견기업부","15550","40","0.26","15590","15730","15470","165522","2576419510","368184223100","23677442"
"015590","KIB플러그에너지","KOSPI",,"934","6","0.65","928","945","903","2387845","2211711856","221294062096","236931544"
"001940","KISCO홀딩스","KOSPI",,"21550","-300","-1.37","21850","22100","21500","6333","137473500","348600989000","16176380"
"058400","KNN","KOSDAQ","우량기업부","1103","8","0.73","1087","1144","1070","1746928","1938473788","146069981160","132429720"
"025000","KPX케미칼","KOSPI",,"44900","400","0.90","44500","44900","44500","4375","195766800","217316000000","4840000"
"092230","KPX홀딩스","KOSPI",,"51800","100","0.19","51400","51900","51400","1237","63984500","218836662800","4224646"
"000040","KR모터스","KOSPI",,"527","0","0.00","526","536","521","182430","96652914","50664971055","96138465"
"044450","KSS해운","KOSPI",,"8380","-50","-0.59","8430","8500","8340","44602","374426570","193459674400","23085880"
"030200","KT","KOSPI",,"33200","150","0.45","32950","33300","32850","430517","14263472800","8560977232000","257860760"
"033780","KT&G","KOSPI",,"91000","300","0.33","90700","91900","90400","222154","20303444300","12177847227000","133822497"
"058850","KTcs","KOSPI",,"3315","40","1.22","3275","3330","3255","468568","1540898615","141500775000","42685000"
"058860","KTis","KOSPI",,"2940","20","0.68","2920","2945","2895","83876","245813825","102317880000","34802000"
"122450","KX","KOSDAQ","중견기업부","5410","20","0.37","5390","5480","5360","64575","349981150","245267565240","45335964"
"052900","KX하이텍","KOSDAQ","우량기업부","1433","28","1.99","1392","1434","1392","424580","603004360","78969071861","55107517"
"376190","LB루셈","KOSDAQ","중견기업부","6210","110","1.80","6210","6220","6130","7218","44713170","152766000000","24600000"
"061970","LB세미콘","KOSDAQ","우량기업부","6770","0","0.00","6670","6800","6640","189059","1270541890","296421687840","43784592"
"309960","LB인베스트먼트","KOSDAQ","중견기업부","4495","135","3.10","4330","4505","4330","68939","305160185","104361489305","23217239"
"093050","LF","KOSPI",,"13650","50","0.37","13690","13740","13580","14593","199202110","399126000000","29240000"
"003550","LG","KOSPI",,"85400","100","0.12","85300","86200","84800","88978","7606856800","13433504802200","157300993"
"034220","LG디스플레이","KOSPI",,"13620","10","0.07","13620","13700","13590","429910","5862356690","4873449834000","357815700"
"051900","LG생활건강","KOSPI",,"344000","6500","1.93","340000","346000","339000","37965","13015967500","5372659768000","15618197"
"051905","LG생활건강우","KOSPI",,"151800","2300","1.54","150900","152600","150100","7302","1105590700","318734004600","2099697"
"373220","LG에너지솔루션","KOSPI",,"444000","12000","2.78","432000","445500","431500","249976","110461686000","103896000000000","234000000"
"003555","LG우","KOSPI",,"62400","0","0.00","62400","62400","62100","2947","183843100","188549088000","3021620"
"032640","LG유플러스","KOSPI",,"10460","20","0.19","10440","10520","10400","525570","5496930610","4566954836060","436611361"
"011070","LG이노텍","KOSPI",,"250500","1500","0.60","247500","252500","247000","76410","19156784000","5928610303500","23667107"
"066570","LG전자","KOSPI",,"106600","900","0.85","106100","107400","105300","358239","38160721300","17444856972400","163647814"
"066575","LG전자우","KOSPI",,"47550","450","0.96","47300","47550","47000","23756","1125575700","817193919600","17185992"
"037560","LG헬로비전","KOSPI",,"3430","50","1.48","3380","3435","3355","73666","250870035","265642746950","77446865"
"051910","LG화학","KOSPI",,"493500","9500","1.96","481000","503000","481000","236061","116954646000","34837321270500","70592343"
"051915","LG화학우","KOSPI",,"303500","4500","1.51","299000","306000","298500","28196","8518905500","2333550800000","7688800"
"079550","LIG넥스원","KOSPI",,"93000","-600","-0.64","93500","93700","92100","56452","5255409600","2046000000000","22000000"
"006260","LS","KOSPI",,"80500","3700","4.82","77200","80900","77000","207972","16503408600","2592100000000","32200000"
"010120","LS ELECTRIC","KOSPI",,"70900","1300","1.87","71200","72900","70500","278994","19959534800","2127000000000","30000000"
"000680","LS네트웍스","KOSPI",,"4045","85","2.15","3910","4085","3910","131758","530313140","318758199720","78803016"
"060370","LS마린솔루션","KOSDAQ","중견기업부","10330","190","1.87","10060","10350","10060","39034","400651710","267941936560","25938232"
"229640","LS전선아시아","KOSPI",,"11480","250","2.23","11060","11570","11040","613333","7002753230","351573610920","30624879"
"108320","LX세미콘","KOSPI",,"93300","2500","2.75","91100","93400","90900","122596","11353676000","1517459190000","16264300"
"001120","LX인터내셔널","KOSPI",,"29800","300","1.02","29700","30000","29350","218494","6498461450","1155048000000","38760000"
"108670","LX하우시스","KOSPI",,"43350","0","0.00","43400","43800","43100","22217","963604500","388748494500","8967670"
"108675","LX하우시스우","KOSPI",,"20000","-50","-0.25","20150","20150","19950","1407","28136040","20646600000","1032330"
"383800","LX홀딩스","KOSPI",,"7230","10","0.14","7250","7250","7180","14004","101171950","551509388700","76280690"
"38380K","LX홀딩스1우","KOSPI",,"9220","120","1.32","9200","9220","9010","1375","12464930","13509927700","1465285"
"086960","MDS테크","KOSDAQ","중견기업부","1644","73","4.65","1571","1644","1571","988471","1611760851","143979113184","87578536"
"023150","MH에탄올","KOSPI",,"6840","130","1.94","6740","6870","6680","9291","63377660","50469117840","7378526"
"038340","MIT","KOSDAQ","투자주의환기종목(소속부없음)","1283","0","0.00","0","0","0","0","0","33979354334","26484298"
"035420","NAVER","KOSPI",,"202500","500","0.25","200500","203500","200000","271293","54921251500","32887740285000","162408594"
"160550","NEW","KOSDAQ","중견기업부","4650","180","4.03","4500","4690","4410","62978","291054620","129763392900","27906106"
"053290","NE능률","KOSDAQ","우량기업부","5540","430","8.41","5190","5540","5150","776649","4220166030","91555740780","16526307"
"181710","NHN","KOSPI",,"22700","300","1.34","22500","22950","22350","34267","779515550","793062681400","34936682"
"060250","NHN KCP","KOSDAQ GLOBAL","우량기업부","8700","190","2.23","8510","8740","8460","93911","809201010","349397315700","40160611"
"104200","NHN벅스","KOSDAQ","중견기업부","3800","5","0.13","3670","3825","3660","80814","301286280","56344690000","14827550"
"400760","NH올원리츠","KOSPI",,"3505","75","2.19","3410","3505","3360","59109","205940490","147911000000","42200000"
"005940","NH투자증권","KOSPI",,"10340","-60","-0.58","10350","10410","10330","171955","1784757720","3429425623140","331665921"
"005945","NH투자증권우","KOSPI",,"9870","10","0.10","9860","9880","9840","13034","128609340","186256454160","18870968"
